user_id,sim_user,sim_score
5,788,62.41886764923139
5,310,66.3377335278574
5,1488,87.38013101278015
5,1747,71.29074908113041
5,408,78.89948543423789
5,1173,16.551999370386117
5,888,13.24671160916575
5,881,90.45063612638108
5,1036,16.550765469767093
5,1317,37.0359902249219
5,206,79.01673830554337
5,965,6.043890236609773
5,1358,52.002381540019925
5,1056,54.590326738921256
5,1948,0.4068760555028472
5,1246,39.31456473978283
5,413,90.71696471136872
5,1733,42.62437265207923
5,718,91.34797250165148
5,1159,31.57473040065564
5,1695,50.53325940486072
5,389,84.30358977666747
5,1999,98.14502944648152
5,1399,75.91913525160328
5,1764,34.364480731697874
5,1813,31.39336262315546
5,1595,5.707399031472393
5,1209,20.29215473402922
5,1184,75.97305434199204
5,553,41.48337187305086
5,1748,15.654046612715424
5,662,29.75848035527655
5,1985,58.880124301785095
5,1317,95.65834987073931
5,96,95.94278191032474
5,1272,11.40376683395986
5,1250,23.626920528281715
5,1162,59.89142142767393
5,44,91.2056472597032
5,1149,98.14931262413168
5,315,72.71213367485258
5,437,41.16381155213713
5,957,87.27972826233017
5,1422,41.93322137107626
5,876,66.68469792818108
5,613,48.96283216335541
5,303,77.94702716571328
5,1654,73.5585429707892
5,812,39.06945277800929
5,905,10.08133890809959
6,284,95.1767080220202
6,1874,91.86097157464982
6,442,18.187754144495283
6,20,20.3301340868949
6,704,78.7715006399567
6,1256,78.67645475725607
6,1440,96.5490497770683
6,613,99.76001125704514
6,983,49.83604715109335
6,96,96.03665144884032
6,26,81.59771214030627
6,1315,75.63714692926186
6,115,36.59526779085536
6,1012,85.03856156016991
6,198,91.91111405341114
6,644,73.40028083237753
6,304,64.64871112383905
6,1384,64.0399398652064
6,580,15.568040576334464
6,1631,21.99108809617547
6,1887,22.89430280013712
6,999,16.267551000813143
6,1036,47.79995836596604
6,1012,6.691972153035286
6,905,28.74252508876601
6,1660,80.74298313188176
6,1704,92.48419886830705
6,1256,86.54178141145275
6,762,31.71687295447727
6,1522,52.93031836880285
6,183,93.36831199104977
6,1749,56.66795218523624
6,681,25.52294365983877
6,471,68.45980694951824
6,1559,63.30558521556088
6,758,8.16732299969849
6,362,77.01647552998402
6,786,9.018642561489465
6,82,62.8557773598347
6,1661,69.0506746464836
6,408,59.32051974873583
6,504,37.32753216691148
6,377,60.57481432183434
6,285,55.25910340965466
6,569,59.52021043489907
6,847,80.97507652505588
6,1839,82.59710297184054
6,432,75.67447981567582
6,1616,48.229656932013086
6,588,35.50917298344003
8,1747,87.82820661333479
8,1454,87.67623491068272
8,1559,81.36417512625243
8,963,88.43568107392731
8,1719,39.52596927073313
8,1393,53.445391170186426
8,1283,56.989078230140045
8,436,71.79256724486169
8,1973,78.21549716004122
8,884,56.21919875382233
8,958,90.27309580430682
8,1440,22.46459318132059
8,649,40.86782444023985
8,219,5.729211266014056
8,1783,98.19089243757794
8,1740,80.13249504508313
8,546,12.3529745479963
8,1235,33.39371459535576
8,1803,53.43167497476943
8,839,29.65945811485205
8,942,11.790268522818792
8,902,59.87203392841482
8,1792,22.363590023590906
8,609,63.291277315938565
8,1069,69.08643553063571
8,1859,81.4110936008339
8,1905,44.658327042309246
8,547,69.83058710219868
8,520,3.5152066293769213
8,1863,63.0946812527856
8,123,43.45520586827914
8,742,80.90712691299181
8,1253,98.78895795742837
8,1941,29.24308286406434
8,844,89.44437162027037
8,90,10.599040577791818
8,333,45.23833159737441
8,1961,69.52823892980894
8,1943,86.31125073682584
8,1122,22.12128469210129
8,1805,49.26334399794023
8,226,97.59081898383768
8,549,73.72745849654687
8,331,39.40069569656644
8,1433,49.75479248551768
8,1688,91.965143321515
8,60,48.6788902204907
8,253,5.808629029387513
8,110,20.469726188784044
8,414,0.3752191195674159
9,1381,48.02257485219681
9,355,97.3405439114801
9,1407,80.2471735920991
9,1652,4.128915388185462
9,746,93.08654247345524
9,1652,11.131637342917225
9,507,2.2997258907061946
9,538,21.159641453126262
9,129,50.016123425077744
9,1678,7.776020666410799
9,1135,78.13555461498551
9,1386,1.7481481028390422
9,952,21.815318491716408
9,1245,59.84015132815074
9,1803,41.0574586643235
9,1523,46.04155253714719
9,1015,66.99866840342631
9,1407,35.963420424340754
9,1329,24.06558168286295
9,942,91.82237641464992
9,507,34.518809109182726
9,895,47.802093835234274
9,18,81.99588856919591
9,1007,63.28016591957017
9,400,62.042544995113424
9,353,63.8817701207684
9,1166,81.03722823882916
9,1377,52.58595194959908
9,700,7.58544523056236
9,1556,66.55130383493972
9,1374,16.4995361298517
9,1026,82.87068361668807
9,1943,15.65426273743874
9,127,95.64482879982086
9,11,71.03517500664637
9,1874,26.338608545154763
9,1759,20.745932211108546
9,333,87.82567370187849
9,1500,23.059812431234427
9,1359,41.18612546627705
9,1766,46.03183112168905
9,1572,12.436789472793375
9,329,73.5461914320709
9,942,10.767143783702505
9,219,85.43488202820367
9,1330,53.17633979608356
9,86,61.66850507222532
9,486,82.88577074706551
9,384,33.62549890629262
9,1536,96.51443021029618
10,504,61.18018377473674
10,553,12.424285560390402
10,949,28.777099182510774
10,387,49.626095308017234
10,1267,68.47454675023833
10,733,20.216120964126105
10,306,42.69641377594806
10,1412,10.767967072212436
10,1952,18.054385650183548
10,1228,75.81172303236546
10,203,60.936227950657184
10,1315,45.22429911839899
10,1308,0.7135002958512215
10,1706,6.612906193966928
10,436,76.35672071300156
10,904,9.383820869736038
10,1776,77.10417010989728
10,646,72.41682978877485
10,253,51.37339319876101
10,1334,35.88818457400976
10,1492,90.02316082109323
10,1812,17.658299041363712
10,378,85.50286167756754
10,425,76.34757066734528
10,402,66.77349314448065
10,426,94.23703308971884
10,308,99.6127314123052
10,988,78.9234963030691
10,1506,22.87654441887741
10,368,68.49637102415369
10,924,40.03836626744685
10,724,12.23533022361054
10,670,84.87850085528738
10,581,33.47363376698832
10,140,96.44519756384224
10,1600,81.11164413883262
10,277,80.00531579575635
10,1251,82.69195770605621
10,1185,40.81304713351069
10,1472,8.220855451881482
10,315,99.50488020805048
10,121,96.41506582097092
10,25,46.77010316012432
10,1706,82.84883548162647
10,27,47.736198498652335
10,384,92.61460662518716
10,811,40.00603558551088
10,1385,87.86538495702158
10,772,1.2948203415926065
10,589,34.1302048460444
